---
division: d1
gender: W
matches: 1546
version: 2
---
dateET	timeET	rank	team	at	oppRank	opponent	outcome	score	location	conference	gender	division	teamId	opponentId	dualId	date
2022-04-09	12:00pm	  	UAB  	at	  	CHAR 	 	   	A	C	W	d1     				2022-04-09T16:00:00.000Z
2022-04-09	12:00pm	  	SDAK 	at	  	USTMN	 	   	A	C	W	d1     				2022-04-09T16:00:00.000Z
2022-04-09	 1:00pm	  	COR  	at	  	DART 	 	   	A	C	W	d1     				2022-04-09T17:00:00.000Z
2022-04-09	 1:00pm	  	SIUE 	at	  	MURR 	 	   	A	C	W	d1     				2022-04-09T17:00:00.000Z
2022-04-09	 1:00pm	  	UCR  	at	  	UCSB 	 	   	A	C	W	d1     				2022-04-09T17:00:00.000Z
2022-04-09	 1:30pm	  	OMAHA	at	  	UND  	 	   	A	C	W	d1     				2022-04-09T17:30:00.000Z
2022-04-09	 2:00pm	  	ILST 	at	  	DRAKE	 	   	A	C	W	d1     				2022-04-09T18:00:00.000Z
2022-04-09	 2:00pm	  	VALPO	at	  	MOST 	 	   	A	C	W	d1     				2022-04-09T18:00:00.000Z
2022-04-09	 2:00pm	  	ORU  	at	  	W ILL	 	   	A	C	W	d1     				2022-04-09T18:00:00.000Z
2022-04-09	 2:00pm	  	SHSU 	at	  	SFA  	 	   	A	C	W	d1     				2022-04-09T18:00:00.000Z
2022-04-09	 2:00pm	  	UIC  	at	  	MILW 	 	   	A	C	W	d1     				2022-04-09T18:00:00.000Z
2022-04-09	 2:30pm	  	MTSU 	at	  	WKU  	 	   	A	C	W	d1     				2022-04-09T18:30:00.000Z
2022-04-09	 3:00pm	  	LOYM 	at	  	GONZ 	 	   	A	C	W	d1     				2022-04-09T19:00:00.000Z
2022-04-09	 3:30pm	  	MRMK 	at	  	BRY  	 	   	A	C	W	d1     				2022-04-09T19:30:00.000Z
2022-04-09	 4:00pm	  	BOISE	vs	  	UNM  	 	   	N	C	W	d1     				2022-04-09T20:00:00.000Z
2022-04-09	 4:00pm	  	GW   	at	  	URI  	 	   	A	C	W	d1     				2022-04-09T20:00:00.000Z
2022-04-09	 4:00pm	  	SF   	at	  	USD  	 	   	A	C	W	d1     				2022-04-09T20:00:00.000Z
2022-04-09	 5:00pm	  	CSUN 	at	  	UCSB 	 	   	A	C	W	d1     				2022-04-09T21:00:00.000Z
2022-04-09	 5:00pm	  	HAW  	at	  	UCI  	 	   	A	C	W	d1     				2022-04-09T21:00:00.000Z
2022-04-09	 1:00pm	  	DUQ  	at	  	MILL 	 	   	A	 	W	d1/d2  				2022-04-09T17:00:00.000Z
2022-04-09	12:00pm	  	NEB  	at	  	RTNEW	 	   	A	C	W	d1/d3  				2022-04-09T16:00:00.000Z
2022-04-10	 1:00pm	  	VANDY	at	 4	UGA  	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	12:00pm	  	CLEM 	at	 6	DUKE 	 	   	A	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	 1:00pm	 8	NCST 	at	 7	UVA  	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	12:00pm	15	FSU  	at	  	ND   	 	   	A	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	 2:00pm	  	STAN 	at	17	WAST 	 	   	A	C	W	d1     				2022-04-10T18:00:00.000Z
2022-04-10	11:00am	19	OKLA 	at	  	WVU  	 	   	A	C	W	d1     				2022-04-10T15:00:00.000Z
2022-04-10	12:00pm	23	PRIN 	at	  	BROWN	 	   	A	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	12:00pm	24	MIA  	at	  	LOU  	 	   	A	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	10:00am	  	GASO 	at	  	ARST 	 	   	A	C	W	d1     				2022-04-10T14:00:00.000Z
2022-04-10	10:00am	  	CCAR 	at	  	SALA 	 	   	A	C	W	d1     				2022-04-10T14:00:00.000Z
2022-04-10	10:00am	  	MRSH 	at	  	VCU  	 	   	A	 	W	d1     				2022-04-10T14:00:00.000Z
2022-04-10	10:00am	  	UNA  	at	  	STET 	 	   	A	C	W	d1     				2022-04-10T14:00:00.000Z
2022-04-10	11:00am	  	TNST 	at	  	ALA&M	 	   	A	 	W	d1     				2022-04-10T15:00:00.000Z
2022-04-10	11:00am	  	APP  	at	  	TROY 	 	   	A	C	W	d1     				2022-04-10T15:00:00.000Z
2022-04-10	11:00am	  	ILST 	at	  	N IA 	 	   	A	C	W	d1     				2022-04-10T15:00:00.000Z
2022-04-10	11:00am	  	IOWA 	at	  	RUT  	 	   	A	C	W	d1     				2022-04-10T15:00:00.000Z
2022-04-10	11:00am	  	UTA  	at	  	ULLAF	 	   	A	C	W	d1     				2022-04-10T15:00:00.000Z
2022-04-10	12:00pm	  	AFA  	vs	  	BOISE	 	   	N	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	12:00pm	  	BRAD 	at	  	DRAKE	 	   	A	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	12:00pm	  	FAU  	at	  	USF  	 	   	A	 	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	12:00pm	  	OKST 	at	  	ISU  	 	   	A	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	12:00pm	  	LAMAR	at	  	UTSA 	 	   	A	 	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	12:00pm	  	SAM  	at	  	WOF  	 	   	A	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	12:00pm	  	BAMA 	at	  	SCAR 	 	   	A	C	W	d1     				2022-04-10T16:00:00.000Z
2022-04-10	 1:00pm	  	MIAOH	at	  	BALL 	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	 1:00pm	  	CLMB 	at	  	DART 	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	 1:00pm	  	IND  	at	  	NW   	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	 1:00pm	  	MIZZ 	at	  	MSST 	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	 1:00pm	  	NIU  	at	  	WMU  	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	 1:00pm	  	NEB  	at	  	MD   	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	 1:00pm	  	WAKE 	at	  	VT   	 	   	A	C	W	d1     				2022-04-10T17:00:00.000Z
2022-04-10	 2:00pm	  	DSU  	at	  	HOW  	 	   	A	C	W	d1     				2022-04-10T18:00:00.000Z
2022-04-10	 2:00pm	  	GW   	at	  	UMASS	 	   	A	C	W	d1     				2022-04-10T18:00:00.000Z
2022-04-10	 2:00pm	  	NMSU 	at	  	UTEP 	 	   	A	 	W	d1     				2022-04-10T18:00:00.000Z
2022-04-10	 2:00pm	  	ARK  	at	  	MISS 	 	   	A	C	W	d1     				2022-04-10T18:00:00.000Z
2022-04-10	 3:00pm	  	NEV  	at	  	SJSU 	 	   	A	C	W	d1     				2022-04-10T19:00:00.000Z
2022-04-10	 3:30pm	  	AZST 	at	  	UTAH 	 	   	A	C	W	d1     				2022-04-10T19:30:00.000Z
2022-04-10	 4:00pm	  	ARK  	at	  	MISS 	 	   	A	C	W	d1     				2022-04-10T20:00:00.000Z
2022-04-10	 4:00pm	  	UNM  	at	  	USU  	 	   	A	C	W	d1     				2022-04-10T20:00:00.000Z
2022-04-12	 3:00pm	  	MRMK 	at	  	HC   	 	   	A	C	W	d1     				2022-04-12T19:00:00.000Z
2022-04-12	 3:30pm	  	LT   	at	  	NWSU 	 	   	A	 	W	d1     				2022-04-12T19:30:00.000Z
2022-04-13	11:00am	  	SJU  	at	  	TEM  	 	   	A	 	W	d1     				2022-04-13T15:00:00.000Z
2022-04-13	 1:30pm	  	UMKC 	at	  	CRE  	 	   	A	 	W	d1     				2022-04-13T17:30:00.000Z
2022-04-13	 8:30pm	  	CALUT	at	  	HAW  	 	   	A	 	W	d3/d1  				2022-04-14T00:30:00.000Z
2022-04-14	10:00am	  	STET 	at	  	BELL 	 	   	A	C	W	d1     				2022-04-14T14:00:00.000Z
2022-04-14	11:00am	  	FGCU 	at	  	UCA  	 	   	A	C	W	d1     				2022-04-14T15:00:00.000Z
2022-04-14	11:00am	  	UNF  	at	  	LIB  	 	   	A	C	W	d1     				2022-04-14T15:00:00.000Z
2022-04-14	 3:00pm	  	CHAT 	at	  	SAM  	 	   	A	C	W	d1     				2022-04-14T19:00:00.000Z
2022-04-14	 3:30pm	  	SJSU 	at	  	UNM  	 	   	A	C	W	d1     				2022-04-14T19:30:00.000Z
2022-04-14	 5:00pm	  	DIX  	vs	  	SEA  	 	   	N	C	W	d1     				2022-04-14T21:00:00.000Z
2022-04-14	 5:00pm	  	IOWA 	at	  	MSU  	 	   	A	C	W	d1     				2022-04-14T21:00:00.000Z
2022-04-15	 6:00pm	 3	UNC  	at	 6	DUKE 	 	   	A	C	W	d1     				2022-04-15T22:00:00.000Z
2022-04-15	 3:00pm	 4	UGA  	at	  	BAMA 	 	   	A	C	W	d1     				2022-04-15T19:00:00.000Z
2022-04-15	 4:30pm	 5	UCLA 	at	18	USC  	 	   	A	C	W	d1     				2022-04-15T20:30:00.000Z
2022-04-15	 3:00pm	 7	UVA  	at	  	CLEM 	 	   	A	C	W	d1     				2022-04-15T19:00:00.000Z
2022-04-15	 1:00am	  	LOU  	at	 8	NCST 	 	   	A	C	W	d1     				2022-04-15T05:00:00.000Z
2022-04-15	 6:00pm	14	A&M  	at	  	ARK  	 	   	A	C	W	d1     				2022-04-15T22:00:00.000Z
2022-04-15	 4:00pm	  	NEB  	at	16	MICH 	 	   	A	C	W	d1     				2022-04-15T20:00:00.000Z
2022-04-15	 6:00pm	19	OKLA 	at	  	OKST 	 	   	A	C	W	d1     				2022-04-15T22:00:00.000Z
2022-04-15	 3:00pm	21	LSU  	at	  	MIZZ 	 	   	A	C	W	d1     				2022-04-15T19:00:00.000Z
2022-04-15	 5:00pm	  	SYR  	at	24	MIA  	 	   	A	C	W	d1     				2022-04-15T21:00:00.000Z
2022-04-15	 1:00am	  	MURR 	at	  	SE MO	 	   	A	C	W	d1     				2022-04-15T05:00:00.000Z
2022-04-15	10:00am	  	FGCU 	at	  	UNA  	 	   	A	C	W	d1     				2022-04-15T14:00:00.000Z
2022-04-15	10:00am	  	GASO 	at	  	GAST 	 	   	A	C	W	d1     				2022-04-15T14:00:00.000Z
2022-04-15	10:00am	  	CHAR 	at	  	VCU  	 	   	A	 	W	d1     				2022-04-15T14:00:00.000Z
2022-04-15	11:00am	  	BEL  	at	  	SIUE 	 	   	A	C	W	d1     				2022-04-15T15:00:00.000Z
2022-04-15	12:00pm	  	ND   	at	  	WAKE 	 	   	A	C	W	d1     				2022-04-15T16:00:00.000Z
2022-04-15	 1:00pm	  	FRES 	at	  	UNM  	 	   	A	C	W	d1     				2022-04-15T17:00:00.000Z
2022-04-15	 1:00pm	  	NIU  	at	  	EMICH	 	   	A	C	W	d1     				2022-04-15T17:00:00.000Z
2022-04-15	 1:00pm	  	IND  	at	  	MD   	 	   	A	C	W	d1     				2022-04-15T17:00:00.000Z
2022-04-15	 1:00pm	  	TOL  	at	  	MIAOH	 	   	A	C	W	d1     				2022-04-15T17:00:00.000Z
2022-04-15	 2:00pm	  	CHIC 	vs	  	DIX  	 	   	N	C	W	d1     				2022-04-15T18:00:00.000Z
2022-04-15	 2:00pm	  	GW   	at	  	GMU  	 	   	A	C	W	d1     				2022-04-15T18:00:00.000Z
2022-04-15	 2:30pm	  	UCONN	at	  	URI  	 	   	A	 	W	d1     				2022-04-15T18:30:00.000Z
2022-04-15	 3:00pm	  	TULN 	at	  	SALA 	 	   	A	 	W	d1     				2022-04-15T19:00:00.000Z
2022-04-15	 4:00pm	  	BOISE	vs	  	CSU  	 	   	N	C	W	d1     				2022-04-15T20:00:00.000Z
2022-04-15	 4:00pm	  	GONZ 	at	  	PAC  	 	   	A	C	W	d1     				2022-04-15T20:00:00.000Z
2022-04-15	 4:00pm	  	MSST 	at	  	VANDY	 	   	A	C	W	d1     				2022-04-15T20:00:00.000Z
2022-04-15	 4:00pm	  	SF   	at	  	SCLAR	 	   	A	C	W	d1     				2022-04-15T20:00:00.000Z
2022-04-15	 4:00pm	  	W ILL	at	  	OMAHA	 	   	A	C	W	d1     				2022-04-15T20:00:00.000Z
2022-04-15	 4:00pm	  	UCSB 	at	  	UCSD 	 	   	A	C	W	d1     				2022-04-15T20:00:00.000Z
2022-04-15	 5:00pm	  	MILW 	at	  	CLEV 	 	   	A	C	W	d1     				2022-04-15T21:00:00.000Z
2022-04-15	12:00pm	  	DUQ  	at	  	CMU  	 	   	A	 	W	d1/d3  				2022-04-15T16:00:00.000Z
2022-04-15	 1:00pm	  	SCCC 	at	  	UTEP 	 	   	A	 	W	juco/d1				2022-04-15T17:00:00.000Z
2022-04-15	 5:00pm	  	DOANE	at	  	CRE  	 	   	A	 	W	naia/d1				2022-04-15T21:00:00.000Z
2022-04-16	 1:00pm	 2	PEPP 	at	  	OKST 	 	   	A	 	W	d1     				2022-04-16T17:00:00.000Z
2022-04-16	 4:30pm	 9	STAN 	at	17	CAL  	 	   	A	C	W	d1     				2022-04-16T20:30:00.000Z
2022-04-16	12:00pm	12	UCF  	at	  	USF  	 	   	A	C	W	d1     				2022-04-16T16:00:00.000Z
2022-04-16	12:00pm	  	HARV 	at	23	PRIN 	 	   	A	C	W	d1     				2022-04-16T16:00:00.000Z
2022-04-16	 1:00am	  	PEAY 	at	  	SE MO	 	   	A	C	W	d1     				2022-04-16T05:00:00.000Z
2022-04-16	 1:00am	  	UNT  	at	  	LT   	 	   	A	C	W	d1     				2022-04-16T05:00:00.000Z
2022-04-16	 2:00am	  	TARL 	at	  	ABCHR	 	   	A	C	W	d1     				2022-04-16T06:00:00.000Z
2022-04-16	 2:00am	  	LAMAR	at	  	UTRGV	 	   	A	C	W	d1     				2022-04-16T06:00:00.000Z
2022-04-16	10:00am	  	SBU  	at	  	GMU  	 	   	A	C	W	d1     				2022-04-16T14:00:00.000Z
2022-04-16	10:30am	  	UNF  	at	  	BELL 	 	   	A	C	W	d1     				2022-04-16T14:30:00.000Z
2022-04-16	11:00am	  	STET 	at	  	LIB  	 	   	A	C	W	d1     				2022-04-16T15:00:00.000Z
2022-04-16	11:00am	  	W ILL	at	  	UMKC 	 	   	A	C	W	d1     				2022-04-16T15:00:00.000Z
2022-04-16	12:00pm	  	BOISE	at	  	WYO  	 	   	A	C	W	d1     				2022-04-16T16:00:00.000Z
2022-04-16	12:00pm	  	VALPO	at	  	BRAD 	 	   	A	C	W	d1     				2022-04-16T16:00:00.000Z
2022-04-16	12:00pm	  	DRAKE	at	  	MOST 	 	   	A	C	W	d1     				2022-04-16T16:00:00.000Z
2022-04-16	12:00pm	  	UAB  	at	  	MTSU 	 	   	A	C	W	d1     				2022-04-16T16:00:00.000Z
2022-04-16	12:00pm	  	TNST 	at	  	SIUE 	 	   	A	C	W	d1     				2022-04-16T16:00:00.000Z
2022-04-16	12:00pm	  	UND  	at	  	USTMN	 	   	A	C	W	d1     				2022-04-16T16:00:00.000Z
2022-04-16	 1:00pm	  	DART 	at	  	PENN 	 	   	A	C	W	d1     				2022-04-16T17:00:00.000Z
2022-04-16	 1:00pm	  	FORD 	at	  	URI  	 	   	A	C	W	d1     				2022-04-16T17:00:00.000Z
2022-04-16	 2:00pm	  	RICH 	at	  	W&M  	 	   	A	 	W	d1     				2022-04-16T18:00:00.000Z
2022-04-16	 2:00pm	  	GW   	at	  	JOES 	 	   	A	C	W	d1     				2022-04-16T18:00:00.000Z
2022-04-16	 2:00pm	  	GONZ 	at	  	SMCC 	 	   	A	C	W	d1     				2022-04-16T18:00:00.000Z
2022-04-16	 3:00pm	  	GRAM 	at	  	LT   	 	   	A	 	W	d1     				2022-04-16T19:00:00.000Z
2022-04-16	 3:00pm	  	RICE 	at	  	SMU  	 	   	A	 	W	d1     				2022-04-16T19:00:00.000Z
2022-04-16	 3:00pm	  	UCSB 	at	  	UCI  	 	   	A	C	W	d1     				2022-04-16T19:00:00.000Z
2022-04-16	 4:00pm	  	MILW 	at	  	YSU  	 	   	A	C	W	d1     				2022-04-16T20:00:00.000Z
2022-04-16	 4:30pm	  	AFA  	vs	  	SJSU 	 	   	N	C	W	d1     				2022-04-16T20:30:00.000Z
2022-04-17	 1:00pm	 2	PEPP 	at	19	OKLA 	 	   	A	 	W	d1     				2022-04-17T17:00:00.000Z
2022-04-17	12:00pm	 4	UGA  	at	25	AUB  	 	   	A	C	W	d1     				2022-04-17T16:00:00.000Z
2022-04-17	12:00pm	 7	UVA  	at	12	GT   	 	   	A	C	W	d1     				2022-04-17T16:00:00.000Z
2022-04-17	12:00pm	  	ND   	at	 8	NCST 	 	   	A	C	W	d1     				2022-04-17T16:00:00.000Z
2022-04-17	 1:00pm	14	A&M  	at	  	MIZZ 	 	   	A	C	W	d1     				2022-04-17T17:00:00.000Z
2022-04-17	12:00pm	16	MICH 	at	  	IOWA 	 	   	A	C	W	d1     				2022-04-17T16:00:00.000Z
2022-04-17	 2:00pm	21	LSU  	at	  	ARK  	 	   	A	C	W	d1     				2022-04-17T18:00:00.000Z
2022-04-17	12:00pm	  	DART 	at	23	PRIN 	 	   	A	C	W	d1     				2022-04-17T16:00:00.000Z
2022-04-17	11:00am	  	BC   	at	24	MIA  	 	   	A	C	W	d1     				2022-04-17T15:00:00.000Z
2022-04-17	12:00am	  	MURR 	at	  	UTM  	 	   	A	C	W	d1     				2022-04-17T04:00:00.000Z
2022-04-17	 2:00am	  	VALPO	at	  	ILST 	 	   	A	C	W	d1     				2022-04-17T06:00:00.000Z
2022-04-17	11:00am	  	WVU  	at	  	ISU  	 	   	A	C	W	d1     				2022-04-17T15:00:00.000Z
2022-04-17	11:00am	  	LOU  	at	  	WAKE 	 	   	A	C	W	d1     				2022-04-17T15:00:00.000Z
2022-04-17	12:00pm	  	MSU  	at	  	NEB  	 	   	A	C	W	d1     				2022-04-17T16:00:00.000Z
2022-04-17	12:00pm	  	MSST 	at	  	UK   	 	   	A	C	W	d1     				2022-04-17T16:00:00.000Z
2022-04-17	12:00pm	  	PUR  	at	  	MD   	 	   	A	C	W	d1     				2022-04-17T16:00:00.000Z
2022-04-17	 1:00pm	  	NW   	at	  	ILL  	 	   	A	C	W	d1     				2022-04-17T17:00:00.000Z
2022-04-17	 2:00pm	  	UCSB 	at	  	CSUF 	 	   	A	C	W	d1     				2022-04-17T18:00:00.000Z
2022-04-17	 2:00pm	  	OMAHA	at	  	SDAK 	 	   	A	C	W	d1     				2022-04-17T18:00:00.000Z
2022-04-17	 4:00pm	  	SF   	at	  	WASH 	 	   	A	 	W	d1     				2022-04-17T20:00:00.000Z
2022-04-17	 2:00pm	  	SW   	at	  	UTEP 	 	   	A	 	W	naia/d1				2022-04-17T18:00:00.000Z
2022-04-18	12:00pm	  	MEM  	at	  	SMU  	 	   	A	C	W	d1     				2022-04-18T16:00:00.000Z
2022-04-22	 4:00pm	  	MD   	at	10	OSU  	 	   	A	C	W	d1     				2022-04-22T20:00:00.000Z
2022-04-22	 2:00pm	23	PRIN 	at	  	COR  	 	   	A	C	W	d1     				2022-04-22T18:00:00.000Z
2022-04-22	12:00pm	  	SJSU 	vs	  	USU  	 	   	N	C	W	d1     				2022-04-22T16:00:00.000Z
2022-04-22	12:00pm	  	UNLV 	vs	  	UNM  	 	   	N	C	W	d1     				2022-04-22T16:00:00.000Z
2022-04-22	 1:00pm	  	MIAOH	at	  	WKU  	 	   	A	C	W	d1     				2022-04-22T17:00:00.000Z
2022-04-22	 2:00pm	  	BALL 	at	  	NIU  	 	   	A	C	W	d1     				2022-04-22T18:00:00.000Z
2022-04-22	 2:00pm	  	YALE 	at	  	DART 	 	   	A	C	W	d1     				2022-04-22T18:00:00.000Z
2022-04-22	 2:00pm	  	EIU  	at	  	SIUE 	 	   	A	C	W	d1     				2022-04-22T18:00:00.000Z
2022-04-22	 4:00pm	  	FRES 	at	  	BOISE	 	   	A	C	W	d1     				2022-04-22T20:00:00.000Z
2022-04-23	11:00am	  	GMU  	at	  	TOW  	 	   	A	 	W	d1     				2022-04-23T15:00:00.000Z
2022-04-23	12:00pm	  	ELON 	at	  	W&M  	 	   	A	C	W	d1     				2022-04-23T16:00:00.000Z
2022-04-23	12:00pm	  	WIS  	at	  	PUR  	 	   	A	C	W	d1     				2022-04-23T16:00:00.000Z
2022-04-23	12:00pm	  	SDSU 	vs	  	UNM  	 	   	N	C	W	d1     				2022-04-23T16:00:00.000Z
2022-04-23	12:00pm	  	IOWA 	at	  	NEB  	 	   	A	C	W	d1     				2022-04-23T16:00:00.000Z
2022-04-23	 1:00pm	  	DUQ  	at	  	GW   	 	   	A	C	W	d1     				2022-04-23T17:00:00.000Z
2022-04-23	 1:00pm	  	NW   	at	  	MSU  	 	   	A	C	W	d1     				2022-04-23T17:00:00.000Z
2022-04-23	 1:30pm	  	UCSB 	at	  	CPOLY	 	   	A	C	W	d1     				2022-04-23T17:30:00.000Z
2022-04-23	 1:30pm	  	URI  	at	  	UMASS	 	   	A	C	W	d1     				2022-04-23T17:30:00.000Z
2022-04-23	 2:00pm	  	PORT 	at	  	GONZ 	 	   	A	C	W	d1     				2022-04-23T18:00:00.000Z
2022-04-23	 2:00pm	  	OAK  	at	  	MILW 	 	   	A	C	W	d1     				2022-04-23T18:00:00.000Z
2022-04-23	 3:00pm	  	UCSD 	at	  	UCR  	 	   	A	C	W	d1     				2022-04-23T19:00:00.000Z
2022-04-23	 4:00pm	  	SJSU 	at	  	BOISE	 	   	A	C	W	d1     				2022-04-23T20:00:00.000Z
2022-04-23	 5:00pm	  	LOYM 	at	  	SF   	 	   	A	C	W	d1     				2022-04-23T21:00:00.000Z
2022-04-24	 1:00pm	  	NW   	at	16	MICH 	 	   	A	C	W	d1     				2022-04-24T17:00:00.000Z
2022-04-24	 1:00pm	  	CLMB 	at	23	PRIN 	 	   	A	C	W	d1     				2022-04-24T17:00:00.000Z
2022-04-24	12:00am	  	PEAY 	at	  	MURR 	 	   	A	C	W	d1     				2022-04-24T04:00:00.000Z
2022-04-24	10:00am	  	DUQ  	at	  	GMU  	 	   	A	C	W	d1     				2022-04-24T14:00:00.000Z
2022-04-24	12:00pm	  	MD   	at	  	PSU  	 	   	A	C	W	d1     				2022-04-24T16:00:00.000Z
2022-04-24	 1:00pm	  	DART 	at	  	BROWN	 	   	A	C	W	d1     				2022-04-24T17:00:00.000Z
2022-04-24	 1:00pm	  	MIAOH	at	  	BUFF 	 	   	A	C	W	d1     				2022-04-24T17:00:00.000Z
2022-04-24	 2:00pm	  	WMU  	at	  	NIU  	 	   	A	C	W	d1     				2022-04-24T18:00:00.000Z
2022-04-24	 5:00pm	  	HAW  	at	  	CSUN 	 	   	A	C	W	d1     				2022-04-24T21:00:00.000Z
2022-04-24	10:00pm	  	MINN 	at	  	PUR  	 	   	A	C	W	d1     				2022-04-25T02:00:00.000Z
